step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 75  t=75.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 76  t=76.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 77  t=77.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 78  t=78.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 79  t=79.000  (-1.998, -0.072)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.195, -1.990)  (1.017, -1.721)  (1.704, -1.046)  (1.957, -0.409)  (1.953, 0.430)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 80  t=80.000  (-1.814, -0.065)  (-1.832, -0.801)  (-1.208, -1.593)  (-0.551, -1.922)  (0.143, -1.462)  (1.017, -1.721)  (1.415, -0.868)  (1.957, -0.409)  (0.553, 0.122)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.400, 1.428)  (-1.792, 0.887)
step= 81  t=81.000  (0.000, 0.000)  (-1.832, -0.801)  (-0.875, -1.153)  (-0.551, -1.922)  (0.000, 0.000)  (0.967, -1.636)  (0.000, 0.000)  (1.957, -0.409)  (0.000, 0.000)  (1.549, 1.264)  (1.025, 1.716)  (0.359, 1.967)  (-0.665, 1.886)  (-1.396, 1.424)  (-1.792, 0.887)
step= 82  t=82.000  (0.000, 0.000)  (-1.832, -0.801)  (0.000, 0.000)  (-0.551, -1.922)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.846, -0.386)  (0.000, 0.000)  (0.012, 0.009)  (1.025, 1.716)  (0.359, 1.967)  (-0.427, 1.211)  (0.000, 0.000)  (-1.147, 0.567)
step= 83  t=83.000  (0.000, 0.000)  (-1.832, -0.801)  (0.000, 0.000)  (-0.457, -1.594)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.025, 1.716)  (0.359, 1.967)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 84  t=84.000  (0.000, 0.000)  (-1.832, -0.801)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.025, 1.716)  (0.189, 1.034)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 85  t=85.000  (0.000, 0.000)  (-1.832, -0.801)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.228, 0.382)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 86  t=86.000  (0.000, 0.000)  (-1.832, -0.801)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 87  t=87.000  (0.000, 0.000)  (-0.363, -0.159)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
