step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 75  t=75.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 76  t=76.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 77  t=77.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 78  t=78.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 79  t=79.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (1.640, -1.144)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-1.839, 0.785)
step= 80  t=80.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.363, -1.463)  (-0.542, -1.924)  (0.586, -1.911)  (0.920, -1.775)  (0.525, -0.366)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.176, 1.991)  (-0.573, 1.915)  (-1.425, 1.403)  (-0.635, 0.271)
step= 81  t=81.000  (-1.981, -0.266)  (-1.774, -0.922)  (-1.341, -1.439)  (-0.542, -1.924)  (0.586, -1.911)  (0.751, -1.450)  (0.000, 0.000)  (1.900, -0.621)  (1.925, 0.540)  (1.640, 1.144)  (1.063, 1.693)  (0.052, 0.592)  (-0.573, 1.915)  (-1.425, 1.403)  (0.000, 0.000)
step= 82  t=82.000  (-1.981, -0.266)  (-1.774, -0.922)  (0.000, 0.000)  (-0.542, -1.924)  (0.586, -1.911)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (1.925, 0.540)  (1.090, 0.761)  (1.063, 1.693)  (0.000, 0.000)  (-0.573, 1.915)  (-1.425, 1.403)  (0.000, 0.000)
step= 83  t=83.000  (-0.286, -0.038)  (-1.760, -0.915)  (0.000, 0.000)  (-0.542, -1.924)  (0.586, -1.911)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (1.925, 0.540)  (0.000, 0.000)  (1.063, 1.693)  (0.000, 0.000)  (-0.573, 1.915)  (-1.425, 1.403)  (0.000, 0.000)
step= 84  t=84.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.380, -1.348)  (0.586, -1.911)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (1.925, 0.540)  (0.000, 0.000)  (1.063, 1.693)  (0.000, 0.000)  (-0.573, 1.915)  (-1.425, 1.403)  (0.000, 0.000)
step= 85  t=85.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.586, -1.911)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (1.925, 0.540)  (0.000, 0.000)  (0.726, 1.157)  (0.000, 0.000)  (-0.573, 1.915)  (-1.425, 1.403)  (0.000, 0.000)
step= 86  t=86.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.586, -1.911)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (1.925, 0.540)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.573, 1.915)  (-1.425, 1.403)  (0.000, 0.000)
step= 87  t=87.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.508, -1.654)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (1.500, 0.421)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.153, 0.510)  (-1.425, 1.403)  (0.000, 0.000)
step= 88  t=88.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.900, -0.621)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.940, 0.926)  (0.000, 0.000)
step= 89  t=89.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.489, -0.160)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
