step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 75  t=75.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 76  t=76.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 77  t=77.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 78  t=78.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 79  t=79.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 80  t=80.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 81  t=81.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.355, 1.967)  (-0.548, 1.923)  (-1.323, 1.499)  (-1.898, 0.628)
step= 82  t=82.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.089, 0.494)  (-0.548, 1.923)  (-0.770, 0.873)  (-1.898, 0.628)
step= 83  t=83.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (1.614, -1.180)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.000, 0.000)  (-0.548, 1.923)  (0.000, 0.000)  (-1.898, 0.628)
step= 84  t=84.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (0.978, -0.715)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.000, 0.000)  (-0.548, 1.923)  (0.000, 0.000)  (-1.898, 0.628)
step= 85  t=85.000  (-1.991, 0.184)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.539, -1.925)  (0.106, -1.996)  (0.983, -1.741)  (0.000, 0.000)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (1.039, 1.708)  (0.000, 0.000)  (-0.548, 1.923)  (0.000, 0.000)  (-1.898, 0.628)
step= 86  t=86.000  (-1.018, 0.094)  (-1.821, -0.826)  (-1.345, -1.479)  (-0.217, -0.775)  (0.106, -1.996)  (0.983, -1.741)  (0.000, 0.000)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (0.477, 0.785)  (0.000, 0.000)  (-0.548, 1.923)  (0.000, 0.000)  (-1.707, 0.565)
step= 87  t=87.000  (0.000, 0.000)  (-1.821, -0.826)  (-1.345, -1.479)  (0.000, 0.000)  (0.001, -0.023)  (0.983, -1.741)  (0.000, 0.000)  (1.975, -0.308)  (1.975, 0.310)  (1.566, 1.243)  (0.000, 0.000)  (0.000, 0.000)  (-0.548, 1.923)  (0.000, 0.000)  (0.000, 0.000)
step= 88  t=88.000  (0.000, 0.000)  (-1.821, -0.826)  (-1.345, -1.479)  (0.000, 0.000)  (0.000, 0.000)  (0.983, -1.741)  (0.000, 0.000)  (1.352, -0.211)  (1.975, 0.310)  (1.120, 0.889)  (0.000, 0.000)  (0.000, 0.000)  (-0.454, 1.594)  (0.000, 0.000)  (0.000, 0.000)
step= 89  t=89.000  (0.000, 0.000)  (-1.821, -0.826)  (-0.993, -1.092)  (0.000, 0.000)  (0.000, 0.000)  (0.983, -1.741)  (0.000, 0.000)  (0.000, 0.000)  (1.975, 0.310)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 90  t=90.000  (0.000, 0.000)  (-1.821, -0.826)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.983, -1.741)  (0.000, 0.000)  (0.000, 0.000)  (0.450, 0.071)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 91  t=91.000  (0.000, 0.000)  (-0.776, -0.352)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.983, -1.741)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 92  t=92.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.983, -1.741)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 93  t=93.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.878, -1.555)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
