step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 75  t=75.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 76  t=76.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 77  t=77.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 78  t=78.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 79  t=79.000  (-1.994, -0.144)  (-1.810, -0.850)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (1.570, 1.238)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 80  t=80.000  (-1.994, -0.144)  (-1.737, -0.816)  (-1.328, -1.494)  (-0.567, -1.917)  (0.028, -1.999)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (0.821, 0.648)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 81  t=81.000  (-1.994, -0.144)  (0.000, 0.000)  (-1.328, -1.494)  (-0.567, -1.917)  (0.022, -1.553)  (1.118, -1.657)  (1.592, -1.209)  (1.911, -0.588)  (1.940, 0.482)  (0.000, 0.000)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 82  t=82.000  (-1.994, -0.144)  (0.000, 0.000)  (-1.328, -1.494)  (-0.567, -1.917)  (0.000, 0.000)  (0.759, -1.124)  (0.322, -0.245)  (1.911, -0.588)  (1.940, 0.482)  (0.000, 0.000)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-1.227, 1.578)  (-1.830, 0.804)
step= 83  t=83.000  (-1.994, -0.144)  (0.000, 0.000)  (-1.328, -1.494)  (-0.567, -1.917)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (1.174, 0.291)  (0.000, 0.000)  (0.952, 1.758)  (0.145, 1.994)  (-0.497, 1.936)  (-0.111, 0.142)  (-1.762, 0.774)
step= 84  t=84.000  (-1.994, -0.144)  (0.000, 0.000)  (-1.328, -1.494)  (-0.567, -1.917)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.513, 0.947)  (0.145, 1.994)  (-0.497, 1.936)  (0.000, 0.000)  (0.000, 0.000)
step= 85  t=85.000  (-1.994, -0.144)  (0.000, 0.000)  (-1.328, -1.494)  (-0.567, -1.917)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.145, 1.994)  (-0.497, 1.936)  (0.000, 0.000)  (0.000, 0.000)
step= 86  t=86.000  (-0.450, -0.033)  (0.000, 0.000)  (-1.328, -1.494)  (-0.319, -1.079)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.129, 1.765)  (-0.497, 1.936)  (0.000, 0.000)  (0.000, 0.000)
step= 87  t=87.000  (0.000, 0.000)  (0.000, 0.000)  (-1.051, -1.182)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (-0.212, 0.826)  (0.000, 0.000)  (0.000, 0.000)
step= 88  t=88.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 89  t=89.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 90  t=90.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 91  t=91.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 92  t=92.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 93  t=93.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 94  t=94.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (1.911, -0.588)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 95  t=95.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.498, -0.153)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)
