step= 0  t=0.000  (-1.999, 0.000)  (-1.826, -0.813)  (-1.338, -1.486)  (-0.618, -1.901)  (0.209, -1.988)  (1.000, -1.731)  (1.617, -1.175)  (1.956, -0.416)  (1.956, 0.416)  (1.617, 1.175)  (1.000, 1.731)  (0.209, 1.988)  (-0.618, 1.901)  (-1.338, 1.486)  (-1.826, 0.813)
step= 685  t=685.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 686  t=686.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 687  t=687.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 688  t=688.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 689  t=689.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 690  t=690.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 691  t=691.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 692  t=692.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 693  t=693.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 694  t=694.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 695  t=695.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 696  t=696.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 697  t=697.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 698  t=698.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 699  t=699.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 700  t=700.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 701  t=701.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 702  t=702.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 703  t=703.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 704  t=704.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 705  t=705.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 706  t=706.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 707  t=707.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 708  t=708.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 709  t=709.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 710  t=710.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 711  t=711.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 712  t=712.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 713  t=713.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 714  t=714.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 715  t=715.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 716  t=716.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 717  t=717.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 718  t=718.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 719  t=719.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 720  t=720.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 721  t=721.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 722  t=722.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 723  t=723.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 724  t=724.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 725  t=725.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 726  t=726.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 727  t=727.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 728  t=728.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 729  t=729.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 730  t=730.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 731  t=731.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 732  t=732.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 733  t=733.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 734  t=734.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 735  t=735.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 736  t=736.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 737  t=737.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 738  t=738.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 739  t=739.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 740  t=740.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 741  t=741.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 742  t=742.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 743  t=743.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 744  t=744.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 745  t=745.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 746  t=746.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 747  t=747.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 748  t=748.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 749  t=749.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 750  t=750.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 751  t=751.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 752  t=752.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 753  t=753.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 754  t=754.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 755  t=755.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 756  t=756.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 757  t=757.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 758  t=758.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 759  t=759.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 760  t=760.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 761  t=761.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
step= 762  t=762.000  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, 0.000)  (0.000, -0.000)  (0.000, -0.000)  (0.000, 0.000)  (0.000, 0.000)
